date,product_id,warehouse_id,region,supplier_id,sales,stock_level,lead_time_days,reorder_point,promotion,holiday,is_weekend,unit_price,ordering_cost,holding_cost
2022-01-03,P005,WH001,North,S003,124,1904,6,1080,0,1,0,18.45,51.73,0.5
2022-01-03,P005,WH002,South,S003,136,1170,8,1152,0,1,0,17.2,49.94,0.5
2022-01-03,P005,WH003,East,S003,142,3494,10,2160,0,1,0,17.31,48.51,0.5
2022-01-03,P006,WH001,North,S003,99,1447,5,540,0,1,0,33.54,46.01,0.7
2022-01-03,P006,WH002,South,S003,72,1336,7,604,0,1,0,33.53,52.06,0.7
2022-01-03,P006,WH003,East,S003,94,1997,4,518,0,1,0,36.7,54.47,0.7
2022-01-03,P007,WH001,North,S004,175,1747,9,1944,0,1,0,22.13,52.77,0.5
2022-01-03,P007,WH002,South,S004,167,1438,6,1036,0,1,0,20.92,49.93,0.5
2022-01-03,P007,WH003,East,S004,209,2189,6,1555,0,1,0,22.33,46.18,0.5
2022-01-03,P008,WH001,North,S004,50,909,10,540,0,1,0,92.96,48.75,1.9
2022-01-03,P008,WH002,South,S004,36,729,7,302,0,1,0,99.46,45.12,1.9
2022-01-03,P008,WH003,East,S004,58,516,7,453,0,1,0,99.46,50.54,1.9
2022-01-03,P009,WH001,North,S005,147,1864,7,924,0,1,0,28.36,49.55,0.56
2022-01-03,P009,WH002,South,S005,102,809,7,739,0,1,0,29.26,47.81,0.56
2022-01-03,P009,WH003,East,S005,137,2129,8,1267,0,1,0,27.13,47.77,0.56
2022-01-03,P010,WH001,North,S005,59,1182,5,450,0,1,0,57.61,45.78,1.1
2022-01-03,P010,WH002,South,S005,48,1111,7,504,0,1,0,53.14,51.85,1.1
2022-01-03,P010,WH003,East,S005,80,1793,10,1080,0,1,0,52.5,53.66,1.1
2022-01-04,P001,WH001,North,S001,117,2466,6,864,1,0,0,25.24,46.5,0.5
2022-01-04,P001,WH002,South,S001,85,1808,6,691,1,0,0,24.92,53.38,0.5
2022-01-04,P001,WH003,East,S001,100,1363,5,864,1,0,0,25.78,53.65,0.5
2022-01-04,P002,WH001,North,S001,81,1602,7,672,1,0,0,43.86,53.5,0.9
2022-01-04,P002,WH002,South,S001,48,1294,6,460,1,0,0,43.78,51.06,0.9
2022-01-04,P002,WH003,East,S001,93,1248,10,1152,1,0,0,45.77,46.14,0.9
2022-01-04,P003,WH001,North,S002,204,2987,7,1680,1,0,0,12.06,53.52,0.5
2022-01-04,P003,WH002,South,S002,154,2168,7,1344,1,0,0,11.43,46.34,0.5
2022-01-04,P003,WH003,East,S002,222,4121,9,2592,1,0,0,11.56,47.13,0.5
2022-01-04,P004,WH001,North,S002,40,842,9,648,1,0,0,78.79,54.04,1.6
2022-01-04,P004,WH002,South,S002,48,646,7,403,1,0,0,82.9,51.22,1.6
2022-01-04,P004,WH003,East,S002,61,852,8,691,1,0,0,83.84,49.59,1.6
2022-01-04,P005,WH001,North,S003,97,2461,6,1080,1,0,0,17.24,47.4,0.5
2022-01-04,P005,WH002,South,S003,89,1551,7,1008,1,0,0,17.95,53.97,0.5
2022-01-04,P005,WH003,East,S003,136,1994,8,1728,1,0,0,17.4,45.41,0.5
2022-01-04,P006,WH001,North,S003,69,885,5,540,1,0,0,34.86,46.21,0.7
2022-01-04,P006,WH002,South,S003,57,1065,4,345,1,0,0,33.39,51.9,0.7
2022-01-04,P006,WH003,East,S003,98,1048,9,1166,1,0,0,36.47,53.74,0.7
2022-01-04,P007,WH001,North,S004,152,3315,6,1296,1,0,0,21.31,52.48,0.5
2022-01-04,P007,WH002,South,S004,115,2098,4,691,1,0,0,21.71,51.18,0.5
2022-01-04,P007,WH003,East,S004,222,1972,6,1555,1,0,0,22.47,47.52,0.5
2022-01-04,P008,WH001,North,S004,38,680,8,432,1,0,0,94.5,46.07,1.9
2022-01-04,P008,WH002,South,S004,25,432,7,302,1,0,0,90.44,48.77,1.9
2022-01-04,P008,WH003,East,S004,40,686,5,324,1,0,0,98.71,46.2,1.9
2022-01-04,P009,WH001,North,S005,113,1997,8,1056,1,0,0,26.84,49.98,0.56
2022-01-04,P009,WH002,South,S005,97,1550,9,950,1,0,0,26.96,49.32,0.56
2022-01-04,P009,WH003,East,S005,101,2180,4,633,1,0,0,27.6,50.71,0.56
2022-01-04,P010,WH001,North,S005,64,869,7,630,1,0,0,53.09,46.02,1.1
2022-01-04,P010,WH002,South,S005,47,660,6,432,1,0,0,53.2,47.85,1.1
2022-01-04,P010,WH003,East,S005,54,1854,8,864,1,0,0,54.44,46.12,1.1
2022-01-05,P001,WH001,North,S001,81,1427,7,1008,0,0,0,25.42,46.71,0.5
2022-01-05,P001,WH002,South,S001,64,1503,8,921,0,0,0,25.67,47.8,0.5
2022-01-05,P001,WH003,East,S001,89,2004,4,691,0,0,0,24.36,50.08,0.5
2022-01-05,P002,WH001,North,S001,54,980,5,480,0,0,0,43.44,50.81,0.9
2022-01-05,P002,WH002,South,S001,56,599,3,230,0,0,0,43.35,48.37,0.9
2022-01-05,P002,WH003,East,S001,71,1136,5,576,0,0,0,46.17,51.82,0.9
2022-01-05,P003,WH001,North,S002,121,2752,11,2640,0,0,0,12.52,48.49,0.5
2022-01-05,P003,WH002,South,S002,110,3208,5,960,0,0,0,11.48,46.81,0.5
2022-01-05,P003,WH003,East,S002,168,4534,10,2880,0,0,0,12.35,46.4,0.5
2022-01-05,P004,WH001,North,S002,37,647,6,432,0,0,0,81.32,53.15,1.6
2022-01-05,P004,WH002,South,S002,23,930,7,403,0,0,0,82.53,48.92,1.6
2022-01-05,P004,WH003,East,S002,36,1036,4,345,0,0,0,81.98,48.01,1.6
2022-01-05,P005,WH001,North,S003,80,2945,7,1260,0,0,0,18.08,48.84,0.5
2022-01-05,P005,WH002,South,S003,81,1224,8,1152,0,0,0,18.23,54.4,0.5
2022-01-05,P005,WH003,East,S003,106,3303,6,1296,0,0,0,18.06,51.2,0.5
2022-01-05,P006,WH001,North,S003,61,955,7,756,0,0,0,34.12,48.12,0.7
2022-01-05,P006,WH002,South,S003,56,1388,7,604,0,0,0,36.12,48.42,0.7
2022-01-05,P006,WH003,East,S003,69,1984,5,648,0,0,0,34.05,46.5,0.7
2022-01-05,P007,WH001,North,S004,133,2964,8,1728,0,0,0,22.09,51.94,0.5
2022-01-05,P007,WH002,South,S004,86,1584,4,691,0,0,0,22.18,54.08,0.5
2022-01-05,P007,WH003,East,S004,128,4360,2,518,0,0,0,22.19,46.53,0.5
2022-01-05,P008,WH001,North,S004,38,403,7,378,0,0,0,99.11,53.72,1.9
2022-01-05,P008,WH002,South,S004,28,714,8,345,0,0,0,91.7,52.07,1.9
2022-01-05,P008,WH003,East,S004,43,747,9,583,0,0,0,99.13,52.36,1.9
2022-01-05,P009,WH001,North,S005,72,1117,8,1056,0,0,0,28.95,54.85,0.56
2022-01-05,P009,WH002,South,S005,58,1398,9,950,0,0,0,26.75,48.99,0.56
2022-01-05,P009,WH003,East,S005,98,1165,5,792,0,0,0,27.71,48.33,0.56
2022-01-05,P010,WH001,North,S005,54,970,7,630,0,0,0,56.31,48.47,1.1
2022-01-05,P010,WH002,South,S005,32,856,6,432,0,0,0,53.22,46.41,1.1
2022-01-05,P010,WH003,East,S005,40,1786,6,648,0,0,0,55.44,48.62,1.1
2022-01-06,P001,WH001,North,S001,77,1179,4,576,0,0,0,25.01,54.97,0.5
2022-01-06,P001,WH002,South,S001,58,1710,7,806,0,0,0,26.0,47.1,0.5
2022-01-06,P001,WH003,East,S001,89,1332,5,864,0,0,0,25.16,49.72,0.5
2022-01-06,P002,WH001,North,S001,62,1124,2,192,0,0,0,45.27,49.01,0.9
2022-01-06,P002,WH002,South,S001,40,1225,6,460,0,0,0,44.43,54.46,0.9
2022-01-06,P002,WH003,East,S001,70,1313,4,460,0,0,0,43.45,45.25,0.9
2022-01-06,P003,WH001,North,S002,148,1820,9,2160,0,0,0,11.68,47.22,0.5
2022-01-06,P003,WH002,South,S002,107,1750,6,1152,0,0,0,11.69,51.53,0.5
2022-01-06,P003,WH003,East,S002,155,4193,6,1728,0,0,0,12.4,53.56,0.5
2022-01-06,P004,WH001,North,S002,47,673,4,288,0,0,0,83.17,47.93,1.6
2022-01-06,P004,WH002,South,S002,33,664,4,230,0,0,0,82.54,53.93,1.6
2022-01-06,P004,WH003,East,S002,40,964,5,432,0,0,0,78.14,50.9,1.6
2022-01-06,P005,WH001,North,S003,84,2318,10,1800,0,0,0,17.63,49.36,0.5
2022-01-06,P005,WH002,South,S003,89,2205,6,864,0,0,0,17.14,49.25,0.5
2022-01-06,P005,WH003,East,S003,124,2951,3,648,0,0,0,17.35,47.58,0.5
2022-01-06,P006,WH001,North,S003,50,1089,7,756,0,0,0,36.45,45.18,0.7
2022-01-06,P006,WH002,South,S003,49,870,5,432,0,0,0,35.53,50.54,0.7
2022-01-06,P006,WH003,East,S003,67,966,8,1036,0,0,0,36.4,46.37,0.7
2022-01-06,P007,WH001,North,S004,123,2880,8,1728,0,0,0,21.29,51.65,0.5
2022-01-06,P007,WH002,South,S004,93,1930,8,1382,0,0,0,21.0,50.19,0.5
2022-01-06,P007,WH003,East,S004,152,2113,5,1296,0,0,0,21.44,51.03,0.5
2022-01-06,P008,WH001,North,S004,24,589,5,270,0,0,0,93.07,52.19,1.9
2022-01-06,P008,WH002,South,S004,21,604,12,518,0,0,0,97.21,54.37,1.9
2022-01-06,P008,WH003,East,S004,38,507,3,194,0,0,0,95.92,49.96,1.9
2022-01-06,P009,WH001,North,S005,83,1105,5,660,0,0,0,28.64,45.75,0.56
2022-01-06,P009,WH002,South,S005,72,1229,6,633,0,0,0,28.89,47.46,0.56
2022-01-06,P009,WH003,East,S005,94,1590,8,1267,0,0,0,27.61,50.9,0.56
2022-01-06,P010,WH001,North,S005,41,1150,6,540,0,0,0,56.28,53.73,1.1
2022-01-06,P010,WH002,South,S005,42,1025,9,648,0,0,0,53.62,53.49,1.1
2022-01-06,P010,WH003,East,S005,48,1862,6,648,0,0,0,52.47,54.44,1.1
2022-01-07,P001,WH001,North,S001,87,1102,7,1008,0,0,0,24.49,51.97,0.5
2022-01-07,P001,WH002,South,S001,63,1838,8,921,0,0,0,24.55,53.45,0.5
2022-01-07,P001,WH003,East,S001,79,1480,8,1382,0,0,0,25.49,45.77,0.5
2022-01-07,P002,WH001,North,S001,61,764,5,480,0,0,0,45.18,48.15,0.9
2022-01-07,P002,WH002,South,S001,39,1044,9,691,0,0,0,45.52,53.86,0.9
2022-01-07,P002,WH003,East,S001,64,1926,9,1036,0,0,0,47.24,52.99,0.9
2022-01-07,P003,WH001,North,S002,153,2718,5,1200,0,0,0,12.15,49.8,0.5
2022-01-07,P003,WH002,South,S002,101,2218,9,1728,0,0,0,11.69,52.38,0.5
2022-01-07,P003,WH003,East,S002,154,2941,5,1440,0,0,0,11.68,47.96,0.5
2022-01-07,P004,WH001,North,S002,39,805,7,504,0,0,0,77.75,51.8,1.6
2022-01-07,P004,WH002,South,S002,31,929,5,288,0,0,0,79.74,54.45,1.6
2022-01-07,P004,WH003,East,S002,41,1492,7,604,0,0,0,83.54,47.32,1.6
2022-01-07,P005,WH001,North,S003,114,2238,10,1800,0,0,0,17.42,47.31,0.5
2022-01-07,P005,WH002,South,S003,74,2180,5,720,0,0,0,17.2,48.5,0.5
2022-01-07,P005,WH003,East,S003,114,3223,4,864,0,0,0,17.38,51.96,0.5
2022-01-07,P006,WH001,North,S003,56,1034,8,864,0,0,0,35.33,50.37,0.7
2022-01-07,P006,WH002,South,S003,43,1393,7,604,0,0,0,33.7,47.66,0.7
2022-01-07,P006,WH003,East,S003,74,1798,7,907,0,0,0,33.55,50.51,0.7
2022-01-07,P007,WH001,North,S004,94,2152,4,864,0,0,0,21.99,52.23,0.5
2022-01-07,P007,WH002,South,S004,90,2739,7,1209,0,0,0,21.96,49.95,0.5
2022-01-07,P007,WH003,East,S004,164,2796,7,1814,0,0,0,22.14,51.78,0.5
2022-01-07,P008,WH001,North,S004,32,826,6,324,0,0,0,98.33,51.58,1.9
2022-01-07,P008,WH002,South,S004,25,678,8,345,0,0,0,96.71,51.97,1.9
2022-01-07,P008,WH003,East,S004,42,576,8,518,0,0,0,98.53,53.81,1.9
2022-01-07,P009,WH001,North,S005,70,1950,5,660,0,0,0,28.89,46.61,0.56
2022-01-07,P009,WH002,South,S005,58,781,9,950,0,0,0,28.33,47.87,0.56
2022-01-07,P009,WH003,East,S005,88,1573,7,1108,0,0,0,28.11,51.34,0.56
2022-01-07,P010,WH001,North,S005,48,1345,7,630,0,0,0,57.55,50.41,1.1
2022-01-07,P010,WH002,South,S005,45,1197,4,288,0,0,0,57.4,46.03,1.1
2022-01-07,P010,WH003,East,S005,56,1118,7,756,0,0,0,52.62,52.08,1.1
2022-01-08,P001,WH001,North,S001,105,1114,3,432,0,0,1,26.18,53.72,0.5
2022-01-08,P001,WH002,South,S001,77,869,5,576,0,0,1,24.56,45.22,0.5
2022-01-08,P001,WH003,East,S001,131,2437,6,1036,0,0,1,24.43,49.46,0.5
2022-01-08,P002,WH001,North,S001,52,1467,6,576,0,0,1,43.74,51.94,0.9
2022-01-08,P002,WH002,South,S001,50,1063,5,384,0,0,1,47.03,47.73,0.9
2022-01-08,P002,WH003,East,S001,71,1929,4,460,0,0,1,45.62,49.2,0.9
2022-01-08,P003,WH001,North,S002,125,4124,5,1200,0,0,1,12.47,49.09,0.5
2022-01-08,P003,WH002,South,S002,112,1466,5,960,0,0,1,11.84,51.52,0.5
2022-01-08,P003,WH003,East,S002,182,4893,9,2592,0,0,1,12.44,46.86,0.5
2022-01-08,P004,WH001,North,S002,50,1133,8,576,0,0,1,81.01,52.61,1.6
2022-01-08,P004,WH002,South,S002,37,879,8,460,0,0,1,76.94,49.82,1.6
2022-01-08,P004,WH003,East,S002,57,1002,5,432,0,0,1,79.93,47.01,1.6
2022-01-08,P005,WH001,North,S003,117,1799,5,900,0,0,1,17.66,52.98,0.5
2022-01-08,P005,WH002,South,S003,89,1157,6,864,0,0,1,17.96,48.92,0.5
2022-01-08,P005,WH003,East,S003,112,3087,8,1728,0,0,1,18.5,53.6,0.5
2022-01-08,P006,WH001,North,S003,69,902,5,540,0,0,1,36.7,47.42,0.7
2022-01-08,P006,WH002,South,S003,55,1165,4,345,0,0,1,35.21,52.02,0.7
2022-01-08,P006,WH003,East,S003,74,1404,7,907,0,0,1,33.53,45.33,0.7
2022-01-08,P007,WH001,North,S004,121,2809,6,1296,0,0,1,22.66,51.89,0.5
2022-01-08,P007,WH002,South,S004,104,1445,6,1036,0,0,1,22.45,51.36,0.5
2022-01-08,P007,WH003,East,S004,167,3731,5,1296,0,0,1,22.47,53.71,0.5
2022-01-08,P008,WH001,North,S004,32,835,9,486,0,0,1,98.75,45.8,1.9
2022-01-08,P008,WH002,South,S004,32,509,7,302,0,0,1,95.25,51.44,1.9
2022-01-08,P008,WH003,East,S004,39,513,7,453,0,0,1,91.77,47.47,1.9
2022-01-08,P009,WH001,North,S005,81,2253,7,924,0,0,1,27.11,48.37,0.56
2022-01-08,P009,WH002,South,S005,72,1296,9,950,0,0,1,28.61,50.55,0.56
2022-01-08,P009,WH003,East,S005,102,1473,7,1108,0,0,1,26.8,51.8,0.56
2022-01-08,P010,WH001,North,S005,65,1309,6,540,0,0,1,54.59,52.43,1.1
2022-01-08,P010,WH002,South,S005,39,1239,4,288,0,0,1,57.02,45.4,1.1
2022-01-08,P010,WH003,East,S005,56,1576,11,1188,0,0,1,57.05,49.87,1.1
2022-01-09,P001,WH001,North,S001,74,1910,5,720,0,0,1,24.28,54.12,0.5
2022-01-09,P001,WH002,South,S001,87,1682,9,1036,0,0,1,25.54,46.32,0.5
2022-01-09,P001,WH003,East,S001,115,2112,6,1036,0,0,1,25.93,47.47,0.5
2022-01-09,P002,WH001,North,S001,67,1044,2,192,0,0,1,43.49,50.93,0.9
2022-01-09,P002,WH002,South,S001,51,758,6,460,0,0,1,44.21,51.57,0.9
2022-01-09,P002,WH003,East,S001,69,1960,7,806,0,0,1,43.81,49.54,0.9
2022-01-09,P003,WH001,North,S002,115,3754,7,1680,0,0,1,11.7,49.31,0.5
2022-01-09,P003,WH002,South,S002,145,1717,8,1536,0,0,1,11.44,46.68,0.5
2022-01-09,P003,WH003,East,S002,204,3465,9,2592,0,0,1,12.37,53.44,0.5
2022-01-09,P004,WH001,North,S002,52,672,7,504,0,0,1,78.16,46.12,1.6
2022-01-09,P004,WH002,South,S002,37,960,5,288,0,0,1,76.98,45.39,1.6
2022-01-09,P004,WH003,East,S002,60,903,6,518,0,0,1,76.33,50.07,1.6
2022-01-09,P005,WH001,North,S003,117,2877,7,1260,0,0,1,18.03,49.55,0.5
2022-01-09,P005,WH002,South,S003,115,1246,6,864,0,0,1,17.65,45.3,0.5
2022-01-09,P005,WH003,East,S003,123,3037,8,1728,0,0,1,17.27,54.7,0.5
2022-01-09,P006,WH001,North,S003,64,1728,10,1080,0,0,1,35.67,46.77,0.7
2022-01-09,P006,WH002,South,S003,55,1165,11,950,0,0,1,35.25,53.69,0.7
2022-01-09,P006,WH003,East,S003,94,1223,9,1166,0,0,1,34.63,51.59,0.7
2022-01-09,P007,WH001,North,S004,126,3003,7,1512,0,0,1,21.01,54.99,0.5
2022-01-09,P007,WH002,South,S004,110,2767,7,1209,0,0,1,22.15,52.82,0.5
2022-01-09,P007,WH003,East,S004,177,2938,7,1814,0,0,1,22.37,48.27,0.5
2022-01-09,P008,WH001,North,S004,37,824,8,432,0,0,1,98.02,49.36,1.9
2022-01-09,P008,WH002,South,S004,28,318,4,172,0,0,1,93.73,48.25,1.9
2022-01-09,P008,WH003,East,S004,49,723,5,324,0,0,1,92.51,49.49,1.9
2022-01-09,P009,WH001,North,S005,71,1065,5,660,0,0,1,28.47,51.03,0.56
2022-01-09,P009,WH002,South,S005,62,1174,11,1161,0,0,1,28.05,53.63,0.56
2022-01-09,P009,WH003,East,S005,96,1699,6,950,0,0,1,27.72,48.8,0.56
2022-01-09,P010,WH001,North,S005,64,1202,11,990,0,0,1,56.72,52.65,1.1
2022-01-09,P010,WH002,South,S005,44,1194,7,504,0,0,1,57.39,45.6,1.1
2022-01-09,P010,WH003,East,S005,63,1315,6,648,0,0,1,53.82,47.57,1.1
2022-01-10,P001,WH001,North,S001,82,1503,9,1296,0,0,0,25.54,51.1,0.5
2022-01-10,P001,WH002,South,S001,59,986,3,345,0,0,0,25.45,46.81,0.5
2022-01-10,P001,WH003,East,S001,98,2491,4,691,0,0,0,25.17,46.07,0.5
2022-01-10,P002,WH001,North,S001,62,1229,6,576,0,0,0,45.6,45.43,0.9
2022-01-10,P002,WH002,South,S001,43,1192,8,614,0,0,0,43.78,53.84,0.9
2022-01-10,P002,WH003,East,S001,68,1317,4,460,0,0,0,46.8,53.4,0.9
2022-01-10,P003,WH001,North,S002,114,3639,5,1200,0,0,0,12.39,47.75,0.5
2022-01-10,P003,WH002,South,S002,131,1584,5,960,0,0,0,11.94,51.24,0.5
2022-01-10,P003,WH003,East,S002,138,4240,7,2016,0,0,0,11.66,53.63,0.5
2022-01-10,P004,WH001,North,S002,46,919,10,720,0,0,0,79.13,47.32,1.6
2022-01-10,P004,WH002,South,S002,31,991,12,691,0,0,0,81.56,46.36,1.6
2022-01-10,P004,WH003,East,S002,40,1256,3,259,0,0,0,83.93,51.92,1.6
2022-01-10,P005,WH001,North,S003,107,1811,10,1800,0,0,0,17.25,45.79,0.5
2022-01-10,P005,WH002,South,S003,70,1570,5,720,0,0,0,18.03,45.69,0.5
2022-01-10,P005,WH003,East,S003,124,3483,3,648,0,0,0,18.06,51.51,0.5
2022-01-10,P006,WH001,North,S003,52,1517,4,432,0,0,0,35.57,54.94,0.7
2022-01-10,P006,WH002,South,S003,58,1032,7,604,0,0,0,35.22,45.6,0.7
2022-01-10,P006,WH003,East,S003,64,1647,8,1036,0,0,0,34.83,45.97,0.7
2022-01-10,P007,WH001,North,S004,110,3023,9,1944,0,0,0,22.94,52.95,0.5
2022-01-10,P007,WH002,South,S004,90,1532,4,691,0,0,0,22.94,54.92,0.5
2022-01-10,P007,WH003,East,S004,166,3244,7,1814,0,0,0,21.1,51.24,0.5
2022-01-10,P008,WH001,North,S004,28,842,7,378,0,0,0,96.98,52.82,1.9
2022-01-10,P008,WH002,South,S004,21,355,4,172,0,0,0,95.51,54.37,1.9
2022-01-10,P008,WH003,East,S004,32,766,3,194,0,0,0,95.15,51.01,1.9
2022-01-10,P009,WH001,North,S005,73,2277,8,1056,0,0,0,27.18,53.51,0.56
2022-01-10,P009,WH002,South,S005,56,1702,9,950,0,0,0,28.86,53.68,0.56
2022-01-10,P009,WH003,East,S005,81,1291,8,1267,0,0,0,27.09,49.03,0.56
2022-01-10,P010,WH001,North,S005,44,1539,9,810,0,0,0,56.77,51.41,1.1
2022-01-10,P010,WH002,South,S005,40,964,8,576,0,0,0,53.21,52.65,1.1
2022-01-10,P010,WH003,East,S005,42,955,7,756,0,0,0,52.62,48.68,1.1
